id,name,brand,weight,price,mrp,discount,availability,url,image
40215941,Full Cream Milk - Red,Verka,1 L,68.0,68.0,,Add,https://www.bigbasket.com/pd/40215941/verka-full-cream-milk-red-1-l-12/,https://www.bbassets.com/media/uploads/p/l/40215941_1-verka-full-cream-milk-red.jpg
40218603,Gold Milk - Pasteurised Full Cream,Sudha,1 L,65.0,65.0,,Add,https://www.bigbasket.com/pd/40218603/sudha-gold-milk-pasteurised-full-cream-1-l-pouch/,https://www.bbassets.com/media/uploads/p/l/40218603_1-sudha-gold-milk-pasteurised-full-cream.jpg
40214909,Pasteurised Full Cream Milk,Visakha Milk,500 ml,32.0,34.0,6% OFF,Add,https://www.bigbasket.com/pd/40214909/visakha-milk-pasteurised-full-cream-milk-500-ml/,https://www.bbassets.com/media/uploads/p/l/40214909_2-visakha-milk-pasteurised-full-cream-milk.jpg
40218107,"Full Cream Milk - Sanchi Gold, Pasteurised",Sanchi,1 L,70.0,70.0,,Add,https://www.bigbasket.com/pd/40218107/sanchi-full-cream-milk-sanchi-gold-pasteurised-1-l/,https://www.bbassets.com/media/uploads/p/l/40218107_1-sanchi-full-cream-milk-sanchi-gold-pasteurised.jpg
40216455,Special Milk - Pasteurised Full Cream,Vijaya,500 ml,36.0,36.0,,Add,https://www.bigbasket.com/pd/40216455/vijaya-special-milk-pasteurised-full-cream-500-ml/,https://www.bbassets.com/media/uploads/p/l/40216455_1-vijaya-special-milk-pasteurised-full-cream.jpg
40147632,Full Cream Milk,Thirumala,500 ml,30.0,30.0,,Add,https://www.bigbasket.com/pd/40147632/thirumala-full-cream-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147632_3-thirumala-full-cream-milk.jpg
40273123,"Creamy Top Milk - 6% Fat, Unhomogenised, Farm Fresh, Rich In Protein & Calcium",Joi Farm,500 ml,50.0,50.0,,Add,https://www.bigbasket.com/pd/40273123/joi-farm-creamy-top-milk-6-fat-unhomogenised-farm-fresh-rich-in-protein-calcium-500-ml/,https://www.bbassets.com/media/uploads/p/l/40273123_2-joi-farm-creamy-top-milk-6-fat-unhomogenised-farm-fresh-rich-in-protein-calcium.jpg
40245250,"Buffalo Milk - Pasteurised, Full Cream, For Everyday Consumption",Farm Finest,500 ml,50.0,50.0,,Add,https://www.bigbasket.com/pd/40245250/farm-finest-buffalo-milk-pasteurised-full-cream-for-everyday-consumption-500-ml/,https://www.bbassets.com/media/uploads/p/l/40245250_3-farm-finest-buffalo-milk-pasteurised-full-cream-for-everyday-consumption.jpg
40216456,Gold Milk - Pasteurised Full Cream,Krishna Milk Union Vijaya,500 ml,39.0,39.0,,Add,https://www.bigbasket.com/pd/40216456/vijaya-gold-milk-pasteurised-full-cream-500-ml/,https://www.bbassets.com/media/uploads/p/l/40216456_2-vijaya-gold-milk-pasteurised-full-cream.jpg
40147602,Whole Milk,Vijaya,500 ml,38.0,38.0,,Add,https://www.bigbasket.com/pd/40147602/vijaya-whole-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147602_1-vijaya-whole-milk.jpg
40191629,Full Cream Milk - Pasteurised,Absolute Milk,1 L,120.0,120.0,,Add,https://www.bigbasket.com/pd/40191629/absolute-milk-full-cream-buffalo-milk-1-l/,https://www.bbassets.com/media/uploads/p/l/40191629_2-absolute-milk-full-cream-buffalo-milk.jpg
40147031,Premium Milk,Mother Dairy,500 ml,41.0,41.0,,Add,https://www.bigbasket.com/pd/40147031/mother-dairy-premium-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147031_3-mother-dairy-premium-milk.jpg
40147595,Rich Full Cream Milk,Godrej Jersey,500 ml,41.0,42.0,2% OFF,Add,https://www.bigbasket.com/pd/40147595/godrej-jersey-rich-full-cream-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147595_6-godrej-jersey-rich-full-cream-milk.jpg
40159145,Full Cream Milk,Warana,500 ml,38.0,38.0,,Add,https://www.bigbasket.com/pd/40159145/warana-full-cream-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40159145_2-warana-full-cream-milk.jpg
40199931,Gold Plus Pasteurised Full Cream Milk,Sangam,500 ml,10.0,38.0,74% OFF,Add,https://www.bigbasket.com/pd/40199931/sangam-gold-plus-pasteurised-full-cream-milk-500-ml/,https://www.bbassets.com/media/uploads/p/l/40199931_2-sangam-gold-plus-pasteurised-full-cream-milk.jpg
40177315,Slim-n-Trim,Amul,200 ml,10.0,10.0,,Add,https://www.bigbasket.com/pd/40177315/amul-slim-n-trim-200-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40177315_2-amul-slim-n-trim.jpg
40141614,Cow Milk,Amul,500 ml,30.0,30.0,,Add,https://www.bigbasket.com/pd/40141614/amul-amul-cow-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40141614_7-amul-amul-cow.jpg
40175765,Amul Taaza,Amul,1 L,54.0,54.0,,Add,https://www.bigbasket.com/pd/40175765/amul-amul-taaza-1-l/,https://www.bbassets.com/media/uploads/p/l/40175765_8-amul-amul-taaza.jpg
40167828,Buffalo Milk,Amul,500 ml,38.0,40.0,5% OFF,Add,https://www.bigbasket.com/pd/40167828/amul-buffalo-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40167828_5-amul-buffalo-milk.jpg
40159658,Cow Milk,Mother Dairy,1 L,57.0,57.0,,Add,https://www.bigbasket.com/pd/40159658/mother-dairy-cow-milk-1-l/,https://www.bbassets.com/media/uploads/p/l/40159658_3-mother-dairy-cow-milk.jpg
40141617,Cow Milk,Gokul,500 ml,30.0,30.0,,Add,https://www.bigbasket.com/pd/40141617/gokul-cow-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40141617_3-gokul-cow-milk.jpg
40218601,Pasteurised Standardised Milk,Sudha,1 L,60.0,60.0,,Add,https://www.bigbasket.com/pd/40218601/sudha-pasteurised-standardised-milk-1-l-pouch/,https://www.bbassets.com/media/uploads/p/l/40218601_1-sudha-pasteurised-standardised-milk.jpg
40276280,"Light Milk - 1.5% Fat, Double Toned, Farm Fresh, Rich In Protein",Joi Farm,500 ml,35.0,35.0,,Add,https://www.bigbasket.com/pd/40276280/joi-farm-light-milk-15-fat-double-toned-farm-fresh-rich-in-protein-500-ml/,https://www.bbassets.com/media/uploads/p/l/40276280_1-joi-farm-light-milk-15-fat-double-toned-farm-fresh-rich-in-protein.jpg
40177174,Cow Milk,Hatsun,500 ml,30.0,30.0,,Add,https://www.bigbasket.com/pd/40177174/hatsun-cow-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40177174_3-hatsun-cow-milk.jpg
40147607,Toned Milk,Vijaya,200 ml,12.0,12.0,,Add,https://www.bigbasket.com/pd/40147607/vijaya-toned-milk-200-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147607_1-vijaya-toned-milk.jpg
40262036,"Organic Cow Milk - Pasteurized & Homogenized, Pure & Natural",Akshayakalpa,500 ml,47.0,47.0,,Add,https://www.bigbasket.com/pd/40262036/akshayakalpa-organic-cow-milk-pasteurized-homogenized-pure-natural-500-ml/,https://www.bbassets.com/media/uploads/p/l/40262036_3-akshayakalpa-organic-cow-milk-pasteurized-homogenized-pure-natural.jpg
40147596,Toned Milk,Heritage,200 ml,13.0,13.0,,Add,https://www.bigbasket.com/pd/40147596/heritage-toned-milk-200-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147596_1-heritage-toned-milk.jpg
40326859,A2 Desi Cow Milk,Paavi,1 L,99.0,99.0,,Add,https://www.bigbasket.com/pd/40326859/paavi-a2-desi-cow-milk-1-l/,https://www.bbassets.com/media/uploads/p/l/40326859_2-paavi-a2-desi-cow-milk.jpg
40147599,Standardised Milk,Heritage,475 ml,36.0,36.0,,Add,https://www.bigbasket.com/pd/40147599/heritage-standardiseda-milk-500-ml-pouch/,https://www.bbassets.com/media/uploads/p/l/40147599_4-heritage-standardiseda-milk.jpg
40210295,"Buffalo Milk - Pasteurised, Full Cream, For Everyday Consumption",Farm Finest,1 L,90.0,90.0,,Notify Me,https://www.bigbasket.com/pd/40210295/farm-finest-buffalos-milk-1-l/,https://www.bbassets.com/media/uploads/p/l/40210295_4-farm-finest-buffalos-milk.jpg
